ZTime,Time,OAT,DT,SLP,WD,WS,SKY,PPT,PPT6,Plsr.Event,Plsr.Source
20160217170000,20160217120000,0,-39,10210,260,41,-9999,0,-9999,,
20160217180000,20160217130000,6,-39,10209,250,46,-9999,0,-9999,,
20160217190000,20160217140000,6,-33,10210,250,46,-9999,0,-9999,,
20160217200000,20160217150000,11,-33,10213,250,41,-9999,0,-9999,,
20160217210000,20160217160000,6,-33,-9999,280,36,-9999,-1,-9999,,
20160217220000,20160217170000,11,-39,10226,270,36,4,-1,-9999,,
20160217230000,20160217180000,11,-39,10236,260,31,-9999,0,-9999,,
20160218000000,20160217190000,-6,-22,-9999,320,36,-9999,-1,5,,
20160218010000,20160217200000,-6,-28,10258,300,26,-9999,3,-9999,,
20160218020000,20160217210000,-6,-33,10261,-9999,15,-9999,0,-9999,,
20160218030000,20160217220000,-11,-50,10269,350,51,-9999,-1,-9999,,
20160218040000,20160217230000,-22,-56,10274,330,26,4,0,-9999,,
20160218050000,20160218000000,-28,-61,10278,360,15,-9999,0,-9999,,
20160218060000,20160218010000,-33,-72,10286,350,41,-9999,0,3,,
20160218070000,20160218020000,-39,-94,10294,360,31,-9999,0,-9999,,
20160218080000,20160218030000,-50,-100,10299,340,15,-9999,0,-9999,,
20160218090000,20160218040000,-61,-100,10304,350,21,2,0,-9999,,
20160218100000,20160218050000,-61,-100,10308,330,15,0,0,-9999,,
20160218110000,20160218060000,-72,-106,10316,340,21,0,0,-9999,,
20160218120000,20160218070000,-72,-111,10329,340,21,-9999,0,-9999,,
20160218130000,20160218080000,-78,-106,10339,350,21,0,0,-9999,,
20160218140000,20160218090000,-61,-117,10352,-9999,26,0,0,-9999,,
20160218150000,20160218100000,-44,-117,10358,-9999,15,-9999,0,-9999,,
20160218160000,20160218110000,-39,-117,10362,-9999,15,0,0,-9999,,
20160218170000,20160218120000,-28,-128,10362,-9999,21,-9999,0,-9999,,
20160218180000,20160218130000,-22,-133,10355,0,0,-9999,0,-9999,,
20160218190000,20160218140000,-11,-122,10351,0,0,-9999,0,-9999,,
20160218200000,20160218150000,0,-133,10347,0,0,0,0,-9999,,
20160218210000,20160218160000,6,-128,10345,-9999,15,0,0,-9999,,
20160218220000,20160218170000,6,-144,10345,0,0,0,0,-9999,,
20160218230000,20160218180000,-6,-133,10345,110,21,0,0,-9999,,
20160219000000,20160218190000,-6,-128,10343,110,21,0,0,-9999,,
20160219010000,20160218200000,-22,-128,10339,100,26,0,0,-9999,,
20160219020000,20160218210000,-22,-122,10333,110,31,0,0,-9999,,
20160219030000,20160218220000,-28,-122,10327,110,31,0,0,-9999,,
20160219040000,20160218230000,-33,-128,10317,100,31,0,0,-9999,,
20160219050000,20160219000000,-28,-133,10321,120,15,0,0,-9999,,
20160219060000,20160219010000,-33,-122,10310,110,31,0,0,-9999,,
20160219070000,20160219020000,-28,-117,10300,120,36,0,0,-9999,,
20160219080000,20160219030000,-22,-106,10292,110,36,-9999,0,-9999,,
20160219090000,20160219040000,-17,-111,10288,120,31,-9999,0,-9999,,
20160219100000,20160219050000,-11,-111,10283,120,31,-9999,0,-9999,,
20160219110000,20160219060000,-6,-106,10278,130,36,-9999,0,-9999,,
20160219120000,20160219070000,0,-106,10273,130,36,-9999,0,-9999,,
20160219130000,20160219080000,6,-100,10271,140,31,-9999,0,-9999,,
20160219140000,20160219090000,17,-94,10257,140,46,4,0,-9999,,
20160219150000,20160219100000,28,-89,10244,140,46,-9999,0,-9999,,
20160219160000,20160219110000,50,-78,10224,150,77,2,0,-9999,,
20160219170000,20160219120000,78,-61,10201,160,67,0,0,-9999,,
20160219180000,20160219130000,111,-39,10176,170,57,0,0,-9999,,
20160219190000,20160219140000,139,-17,10155,170,67,0,0,-9999,,
20160219200000,20160219150000,156,-11,10132,180,88,0,0,-9999,,
20160219210000,20160219160000,156,-11,10125,180,88,-9999,0,-9999,,
20160219220000,20160219170000,156,-11,10121,190,57,-9999,0,-9999,,
20160219230000,20160219180000,150,-11,10121,180,62,-9999,0,-9999,,
20160220000000,20160219190000,144,-11,10122,180,67,-9999,0,-9999,,
20160220010000,20160219200000,139,-6,10121,190,62,-9999,0,-9999,,
20160220020000,20160219210000,139,-6,10118,180,67,-9999,0,-9999,,
20160220030000,20160219220000,133,-6,10115,180,57,-9999,0,-9999,,
20160220040000,20160219230000,128,0,10112,190,57,-9999,0,-9999,,
20160220050000,20160220000000,139,28,10108,230,113,-9999,0,-9999,,
20160220060000,20160220010000,144,39,10111,240,113,-9999,0,-9999,,
20160220070000,20160220020000,144,44,10116,240,118,-9999,0,-9999,,
20160220080000,20160220030000,133,33,10128,260,118,2,0,-9999,,
20160220090000,20160220040000,117,22,10136,260,77,0,0,-9999,,
20160220100000,20160220050000,111,17,10142,240,57,0,0,-9999,,
20160220110000,20160220060000,111,28,10142,240,62,0,0,-9999,,
20160220120000,20160220070000,106,33,10143,220,62,0,0,-9999,,
20160220130000,20160220080000,111,44,10149,230,57,0,0,-9999,,
20160220140000,20160220090000,128,39,10151,250,93,0,0,-9999,,
20160220150000,20160220100000,144,28,10146,240,82,0,0,-9999,,
20160220160000,20160220110000,161,17,10137,240,88,0,0,-9999,,
20160220170000,20160220120000,178,11,10126,220,82,0,0,-9999,,
20160220180000,20160220130000,189,6,10116,230,93,0,0,-9999,,
20160220190000,20160220140000,194,-11,10106,230,108,0,0,-9999,,
20160220200000,20160220150000,200,-28,10100,250,124,0,0,-9999,,
20160220210000,20160220160000,194,-17,10098,250,88,0,0,-9999,,
20160220220000,20160220170000,194,-22,10099,250,108,0,0,-9999,,
20160220230000,20160220180000,183,-17,10108,250,72,0,0,-9999,,
20160221000000,20160220190000,172,-17,10116,250,67,0,0,-9999,,
20160221010000,20160220200000,172,0,10121,240,72,0,0,-9999,,
20160221020000,20160220210000,167,11,10125,250,72,0,0,-9999,,
20160221030000,20160220220000,156,17,10130,240,51,0,0,-9999,,
20160221040000,20160220230000,144,22,10132,240,41,0,0,-9999,,
20160221050000,20160221000000,128,17,10138,350,26,0,0,-9999,,
20160221060000,20160221010000,122,6,10137,0,0,0,0,-9999,,
20160221070000,20160221020000,117,-22,10136,310,15,0,0,-9999,,
20160221080000,20160221030000,111,-17,10130,270,15,0,0,-9999,,
20160221090000,20160221040000,106,-17,10125,260,21,0,0,-9999,,
20160221100000,20160221050000,94,-11,10125,0,0,-9999,0,-9999,,
20160221110000,20160221060000,89,-6,10130,300,15,0,0,-9999,,
20160221120000,20160221070000,94,-11,10134,300,15,-9999,0,-9999,,
20160221130000,20160221080000,78,-6,10136,0,0,-9999,0,-9999,,
20160221140000,20160221090000,72,0,10145,350,26,-9999,0,-9999,,
20160221150000,20160221100000,78,6,10143,360,26,-9999,0,-9999,,
20160221160000,20160221110000,100,6,10144,350,46,-9999,0,-9999,,
20160221170000,20160221120000,117,6,10141,-9999,26,2,0,-9999,,
20160221180000,20160221130000,122,6,10135,-9999,26,0,0,-9999,,
20160221190000,20160221140000,133,6,10128,20,36,0,0,-9999,,
20160221200000,20160221150000,139,11,10123,-9999,21,0,0,-9999,,
20160221210000,20160221160000,133,6,10128,310,36,0,0,-9999,,
20160221220000,20160221170000,128,0,10133,340,46,0,0,-9999,,
20160221230000,20160221180000,100,0,10142,350,57,-9999,0,-9999,,
20160222000000,20160221190000,83,-6,10149,360,51,0,0,-9999,,
20160222010000,20160221200000,78,-11,10158,360,46,-9999,0,-9999,,
20160222020000,20160221210000,67,-6,10163,350,62,-9999,0,-9999,,
20160222030000,20160221220000,44,-6,10168,360,41,0,0,-9999,,
20160222040000,20160221230000,39,-11,10173,350,36,0,0,-9999,,
20160222050000,20160222000000,28,-11,10176,350,46,0,0,-9999,,
20160222060000,20160222010000,22,-17,10177,350,26,0,0,-9999,,
20160222070000,20160222020000,17,-17,10180,350,36,0,0,-9999,,
20160222080000,20160222030000,11,-22,10177,340,36,0,0,-9999,,
20160222090000,20160222040000,6,-22,10182,350,26,0,0,-9999,,
20160222100000,20160222050000,0,-28,10190,360,21,0,0,-9999,,
20160222110000,20160222060000,-6,-33,10199,360,21,0,0,-9999,,
20160222120000,20160222070000,-11,-33,10206,360,21,-9999,0,-9999,,
20160222130000,20160222080000,0,-28,10213,20,21,0,0,-9999,,
20160222140000,20160222090000,17,-22,10215,10,21,0,0,-9999,,
20160222150000,20160222100000,39,-28,10214,350,31,0,0,-9999,,
20160222160000,20160222110000,61,-22,10214,350,26,0,0,-9999,,
20160222170000,20160222120000,72,-22,10210,-9999,15,0,0,-9999,,
20160222180000,20160222130000,83,-39,10200,10,31,0,0,-9999,,
20160222190000,20160222140000,94,-33,10196,-9999,15,0,0,-9999,,
20160222200000,20160222150000,100,-44,10193,310,21,0,0,-9999,,
20160222210000,20160222160000,106,-50,10191,340,31,0,0,-9999,,
20160222220000,20160222170000,100,-56,10192,350,36,0,0,-9999,,
20160222230000,20160222180000,83,-56,10195,360,31,0,0,-9999,,
20160223000000,20160222190000,72,-61,10198,360,31,0,0,-9999,,
20160223010000,20160222200000,67,-72,10195,30,21,0,0,-9999,,
20160223020000,20160222210000,56,-72,10192,10,31,0,0,-9999,,
20160223030000,20160222220000,50,-72,10191,10,21,0,0,-9999,,
20160223040000,20160222230000,44,-72,10188,60,15,0,0,-9999,,
20160223050000,20160223000000,39,-67,10185,40,15,0,0,-9999,,
20160223060000,20160223010000,39,-56,10183,40,15,4,0,-9999,,
20160223070000,20160223020000,33,-44,10183,50,15,2,0,-9999,,
20160223080000,20160223030000,33,-39,10179,50,15,2,0,-9999,,
20160223090000,20160223040000,33,-28,10178,10,15,-9999,0,-9999,,
20160223100000,20160223050000,33,-33,10180,40,15,-9999,0,-9999,,
20160223110000,20160223060000,39,-17,10185,60,26,-9999,0,-9999,,
20160223120000,20160223070000,44,-17,10186,60,15,-9999,0,-9999,,
20160223130000,20160223080000,50,-11,10186,60,15,-9999,0,-9999,,
20160223140000,20160223090000,61,0,10185,110,36,-9999,0,-9999,,
20160223150000,20160223100000,72,6,10183,110,31,-9999,0,-9999,,
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,
20160223170000,20160223120000,100,17,10192,110,41,-9999,0,-9999,,
20160223180000,20160223130000,111,17,10186,120,36,-9999,0,-9999,,
20160223190000,20160223140000,111,17,10174,130,57,2,0,-9999,,
20160223200000,20160223150000,100,11,10163,140,46,0,0,-9999,,
20160223210000,20160223160000,106,11,10165,120,26,0,-1,-9999,,
20160223220000,20160223170000,106,17,10159,70,46,0,0,-9999,,
20160223230000,20160223180000,89,17,10162,110,57,2,0,-9999,,
20160224000000,20160223190000,83,17,10168,80,46,-9999,0,-1,,
20160224010000,20160223200000,72,22,10165,90,62,-9999,0,-9999,,
20160224020000,20160223210000,72,22,10155,90,57,-9999,0,-9999,,
20160224030000,20160223220000,67,17,10152,100,51,-9999,0,-9999,,
20160224040000,20160223230000,56,11,10141,120,46,2,0,-9999,,
20160224050000,20160224000000,56,6,10136,110,51,2,0,-9999,,
20160224060000,20160224010000,50,6,10121,110,46,0,0,-9999,,
20160224070000,20160224020000,56,11,10110,90,51,-9999,0,-9999,,
20160224080000,20160224030000,50,22,10100,80,41,-9999,13,-9999,,
20160224090000,20160224040000,44,28,10083,70,41,-9999,33,-9999,,
20160224100000,20160224050000,44,28,10073,80,57,-9999,-1,-9999,,
20160224110000,20160224060000,50,28,10065,90,62,-9999,5,-9999,,
20160224120000,20160224070000,50,33,10050,90,62,-9999,20,66,,
20160224130000,20160224080000,56,39,10033,90,41,-9999,18,-9999,,
20160224140000,20160224090000,61,44,10015,90,46,-9999,13,-9999,,
20160224150000,20160224100000,78,56,9998,100,51,-9999,-1,-9999,,
20160224160000,20160224110000,106,67,9982,130,72,4,0,-9999,,
20160224170000,20160224120000,133,72,9963,130,77,2,0,-9999,,
20160224180000,20160224130000,156,78,9941,130,82,2,0,36,,
20160224190000,20160224140000,178,83,9917,140,57,2,0,-9999,,
20160224200000,20160224150000,172,83,9908,150,77,4,0,-9999,,
20160224210000,20160224160000,144,100,9915,290,46,-9999,3,-9999,,
20160224220000,20160224170000,117,89,9898,0,0,-9999,46,-9999,,
20160224230000,20160224180000,111,89,9897,110,41,2,-1,-9999,,
20160225000000,20160224190000,106,89,9892,130,41,0,0,48,,
20160225010000,20160224200000,106,89,9890,90,15,-9999,0,-9999,,
20160225020000,20160224210000,111,89,9909,260,46,-9999,69,-9999,,
20160225030000,20160224220000,100,78,9908,280,41,-9999,36,-9999,,
20160225040000,20160224230000,94,72,9907,260,41,-9999,3,-9999,,
20160225050000,20160225000000,83,44,9911,250,46,-9999,-1,-9999,,
20160225060000,20160225010000,78,28,9913,230,88,-9999,3,109,,
20160225070000,20160225020000,61,17,9922,210,72,-9999,3,-9999,,
20160225080000,20160225030000,50,6,9928,250,72,-9999,-1,-9999,,
20160225090000,20160225040000,33,-6,9931,230,82,-9999,-1,-9999,,
20160225100000,20160225050000,28,0,9934,210,77,-9999,-1,-9999,,
20160225110000,20160225060000,28,-11,9939,230,62,-9999,-1,-9999,,
20160225120000,20160225070000,17,-11,9949,240,88,-9999,-1,3,,
20160225130000,20160225080000,17,-22,9962,240,72,-9999,-1,-9999,,
20160225140000,20160225090000,11,-22,-9999,240,93,-9999,-1,-9999,,
20160225150000,20160225100000,6,-22,-9999,250,67,-9999,-1,-9999,,
20160225160000,20160225110000,11,-17,9979,260,88,-9999,-1,-9999,,
20160225170000,20160225120000,17,-11,9988,250,93,-9999,-1,-9999,,
20160225180000,20160225130000,17,-17,9994,260,88,-9999,-1,3,,
20160225190000,20160225140000,17,-17,10006,280,57,-9999,3,-9999,,
20160225200000,20160225150000,17,-11,-9999,280,62,-9999,-1,-9999,,
20160225210000,20160225160000,6,-28,10033,290,57,-9999,3,-9999,,
20160225220000,20160225170000,6,-33,10048,280,62,-9999,-1,-9999,,
20160225230000,20160225180000,0,-39,10064,290,62,-9999,-1,-9999,,
20160226000000,20160225190000,-6,-56,10080,310,62,-9999,-1,8,,
20160226010000,20160225200000,-6,-50,10095,320,51,-9999,-1,-9999,,
20160226020000,20160225210000,-6,-56,10108,320,62,-9999,-1,-9999,,
20160226030000,20160225220000,-11,-89,10121,330,77,-9999,0,-9999,,
20160226040000,20160225230000,-17,-83,10129,320,36,-9999,0,-9999,,
20160226050000,20160226000000,-11,-72,10132,300,36,-9999,0,-9999,,
20160226060000,20160226010000,-11,-89,10134,330,46,-9999,0,-1,,
20160226070000,20160226020000,-17,-89,10138,310,51,-9999,0,-9999,,
20160226080000,20160226030000,-28,-94,10146,290,67,-9999,0,-9999,,
20160226090000,20160226040000,-28,-100,10153,300,72,-9999,0,-9999,,
20160226100000,20160226050000,-33,-89,10160,290,62,-9999,0,-9999,,
20160226110000,20160226060000,-33,-89,10172,290,41,-9999,-1,-9999,,
20160226120000,20160226070000,-44,-117,10185,310,46,-9999,-1,-1,,
20160226130000,20160226080000,-39,-122,10197,340,51,-9999,0,-9999,,
20160226140000,20160226090000,-33,-106,10204,310,51,-9999,-1,-9999,,
20160226150000,20160226100000,-39,-89,10214,320,46,-9999,-1,-9999,,
20160226160000,20160226110000,-33,-83,10218,280,62,-9999,-1,-9999,,
20160226170000,20160226120000,-22,-106,10218,320,67,-9999,-1,-9999,,
20160226180000,20160226130000,-17,-117,10215,320,46,-9999,0,-1,,
20160226190000,20160226140000,-11,-117,10214,290,51,-9999,0,-9999,,
20160226200000,20160226150000,-17,-122,10218,320,46,4,0,-9999,,
20160226210000,20160226160000,-11,-111,10220,320,51,-9999,0,-9999,,
20160226220000,20160226170000,-11,-111,10225,300,36,-9999,0,-9999,,
20160226230000,20160226180000,-17,-111,10224,310,36,-9999,0,-9999,,
20160227000000,20160226190000,-22,-106,10229,280,36,4,0,-9999,,
20160227010000,20160226200000,-28,-100,10232,280,26,0,0,-9999,,
20160227020000,20160226210000,-22,-94,10232,300,21,-9999,0,-9999,,
20160227030000,20160226220000,-22,-94,10230,270,21,-9999,0,-9999,,
20160227040000,20160226230000,-22,-94,10228,220,26,-9999,0,-9999,,
20160227050000,20160227000000,-22,-89,10225,200,26,-9999,0,-9999,,
20160227060000,20160227010000,-28,-89,10221,210,26,-9999,0,-9999,,
20160227070000,20160227020000,-22,-83,10219,200,36,-9999,0,-9999,,
20160227080000,20160227030000,-22,-83,10216,200,26,-9999,0,-9999,,
20160227090000,20160227040000,-28,-83,10210,210,31,-9999,0,-9999,,
20160227100000,20160227050000,-28,-83,10208,200,31,-9999,0,-9999,,
20160227110000,20160227060000,-22,-83,10208,200,36,-9999,0,-9999,,
20160227120000,20160227070000,-22,-83,10209,200,31,-9999,0,-9999,,
20160227130000,20160227080000,-17,-78,10210,190,31,-9999,0,-9999,,
20160227140000,20160227090000,-11,-78,10208,210,46,-9999,0,-9999,,
20160227150000,20160227100000,0,-67,10205,240,57,-9999,0,-9999,,
20160227160000,20160227110000,6,-61,10204,240,67,-9999,0,-9999,,
20160227170000,20160227120000,11,-67,10204,270,67,-9999,0,-9999,,
20160227180000,20160227130000,22,-67,10195,240,82,-9999,0,-9999,,
20160227190000,20160227140000,28,-67,10189,230,67,2,0,-9999,,
20160227200000,20160227150000,44,-61,10184,220,46,0,0,-9999,,
20160227210000,20160227160000,50,-61,10179,230,67,2,0,-9999,,
20160227220000,20160227170000,56,-61,10174,220,62,0,0,-9999,,
20160227230000,20160227180000,50,-61,10177,210,57,0,0,-9999,,
20160228000000,20160227190000,39,-61,10179,200,41,0,0,-9999,,
20160228010000,20160227200000,33,-56,10176,200,51,0,0,-9999,,
20160228020000,20160227210000,28,-56,10174,190,51,0,0,-9999,,
20160228030000,20160227220000,28,-56,10174,190,46,0,0,-9999,,
20160228040000,20160227230000,22,-56,10170,180,46,0,0,-9999,,
20160228050000,20160228000000,17,-56,10169,180,41,0,0,-9999,,
20160228060000,20160228010000,22,-56,10167,180,46,0,0,-9999,,
20160228070000,20160228020000,17,-56,10165,180,46,0,0,-9999,,
20160228080000,20160228030000,17,-56,10160,180,46,0,0,-9999,,
20160228090000,20160228040000,22,-56,10153,170,51,0,0,-9999,,
20160228100000,20160228050000,22,-50,10155,180,51,0,0,-9999,,
20160228110000,20160228060000,28,-44,10155,180,57,0,0,-9999,,
20160228120000,20160228070000,28,-44,10155,170,57,0,0,-9999,,
20160228130000,20160228080000,39,-39,10154,180,62,0,0,-9999,,
20160228140000,20160228090000,67,-28,10150,190,62,0,0,-9999,,
20160228150000,20160228100000,94,-11,10146,190,57,0,0,-9999,,
20160228160000,20160228110000,128,-6,10134,200,88,0,0,-9999,,
20160228170000,20160228120000,150,0,10127,220,93,0,0,-9999,,
20160228180000,20160228130000,167,-6,10112,220,103,0,0,-9999,,
20160228190000,20160228140000,178,-6,10096,210,82,0,0,-9999,,
20160228200000,20160228150000,183,-11,10085,220,88,0,0,-9999,,
20160228210000,20160228160000,183,-11,10079,210,98,0,0,-9999,,
20160228220000,20160228170000,178,-11,10069,200,88,0,0,-9999,,
20160228230000,20160228180000,172,-11,10062,190,82,0,0,-9999,,
20160229000000,20160228190000,156,-17,10057,190,67,0,0,-9999,,
20160229010000,20160228200000,144,-17,10059,190,46,0,0,-9999,,
20160229020000,20160228210000,144,-17,10053,190,57,0,0,-9999,,
20160229030000,20160228220000,139,-22,10046,190,57,0,0,-9999,,
20160229040000,20160228230000,139,-28,10041,190,57,0,0,-9999,,
20160229050000,20160229000000,144,-33,10032,210,77,2,0,-9999,,
20160229060000,20160229010000,156,-33,10021,220,98,-9999,0,-9999,,
20160229070000,20160229020000,156,-28,10012,230,134,-9999,0,-9999,,
20160229080000,20160229030000,144,0,10010,240,67,-9999,0,-9999,,
20160229090000,20160229040000,106,50,10017,230,82,-9999,10,-9999,,
20160229100000,20160229050000,100,56,10023,240,57,-9999,5,-9999,,
20160229110000,20160229060000,94,56,10025,240,77,-9999,5,-9999,,
20160229120000,20160229070000,89,61,10043,290,82,-9999,5,25,,
20160229130000,20160229080000,67,28,10072,290,67,-9999,-1,-9999,,
20160229140000,20160229090000,50,11,10093,290,57,-9999,0,-9999,,
20160229150000,20160229100000,33,-6,10115,280,67,-9999,0,-9999,,
20160229160000,20160229110000,33,-17,10128,280,67,-9999,0,-9999,,
20160229170000,20160229120000,39,-17,10136,270,67,-9999,0,-9999,,
20160229180000,20160229130000,56,-6,10136,250,82,-9999,0,-1,,
20160229190000,20160229140000,67,-11,10132,250,88,-9999,0,-9999,,
20160229200000,20160229150000,89,-6,10129,230,77,4,0,-9999,,
20160229210000,20160229160000,94,-17,10135,250,77,0,0,-9999,,
20160229220000,20160229170000,94,-17,10137,250,62,0,0,-9999,,
20160229230000,20160229180000,89,-17,10139,250,67,0,0,-9999,,
20160301000000,20160229190000,83,-17,10147,220,51,0,0,-9999,,
20160301010000,20160229200000,78,-17,10161,230,46,0,0,-9999,,
20160301020000,20160229210000,72,-17,10165,200,51,0,0,-9999,,
20160301030000,20160229220000,67,-17,10177,230,31,0,0,-9999,,
20160301040000,20160229230000,61,-17,10179,220,31,0,0,-9999,,
20160301050000,20160301000000,50,-17,10176,200,36,2,0,-9999,,
20160301060000,20160301010000,56,-17,10177,210,36,0,0,-9999,,
20160301070000,20160301020000,50,-17,10176,310,21,0,0,-9999,,
20160301080000,20160301030000,56,-17,10172,270,15,0,0,-9999,,
20160301090000,20160301040000,50,-17,10170,0,0,0,0,-9999,,
20160301100000,20160301050000,28,-17,10174,40,15,0,0,-9999,,
20160301110000,20160301060000,17,-17,10170,60,21,0,0,-9999,,
20160301120000,20160301070000,11,-22,10167,100,26,0,0,-9999,,
20160301130000,20160301080000,22,-11,10167,150,21,0,0,-9999,,
20160301140000,20160301090000,56,0,10159,140,15,0,0,-9999,,
20160301150000,20160301100000,89,0,10151,170,36,0,0,-9999,,
20160301160000,20160301110000,122,-6,10132,170,51,0,0,-9999,,
20160301170000,20160301120000,139,-11,10114,170,62,0,0,-9999,,
20160301180000,20160301130000,167,-11,10096,140,36,0,0,-9999,,
20160301190000,20160301140000,178,-22,10070,180,67,0,0,-9999,,
20160301200000,20160301150000,194,-22,10049,190,77,0,0,-9999,,
20160301210000,20160301160000,189,-22,10032,190,72,0,0,-9999,,
20160301220000,20160301170000,189,-11,10008,170,67,-9999,0,-9999,,
20160301230000,20160301180000,183,-11,9997,180,88,-9999,0,-9999,NON-TSTM WND GST,"1 ASOS, 1 MESONET"
20160302000000,20160301190000,167,28,9996,200,139,-9999,-1,-1,,
20160302010000,20160301200000,139,67,9988,180,93,-9999,3,-9999,,
20160302020000,20160301210000,122,83,9971,180,88,-9999,10,-9999,NON-TSTM WND GST,1 ASOS
20160302030000,20160301220000,111,89,9982,240,129,-9999,79,-9999,,
20160302040000,20160301230000,89,56,9998,260,113,-9999,13,-9999,NON-TSTM WND GST,1 ASOS
20160302050000,20160302000000,61,17,10021,260,124,-9999,3,-9999,,
20160302060000,20160302010000,33,-11,10049,280,72,-9999,-1,107,,
20160302070000,20160302020000,11,-33,10071,280,77,-9999,-1,-9999,,
20160302080000,20160302030000,-6,-50,10091,270,82,-9999,0,-9999,NON-TSTM WND GST,1 ASOS
